,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTD 36,,,,,,COTD 37,,,,,,COTD 38,,,,,,COTD 39,,,,,,COTD 40,,,
Map: COTD #36 - Down Tools by DeeDeeNaNaNa,,,,,,Map: 1-2-Blast-Through by Striking Vyper,,,,,,Map: COTD #38 - Century by justMaki,,,,,,Map: St Bob Stroll - COTD #39 by [CTR] jandje,,,,,,Map: Zeep Gardens - COTD #40 by Akane,,,
,,Fastest Time: 44.997 by RoundNzt in Round 5,,,,,,Fastest Time: 45.901 by [KUNG] ZOMAN in Round 9,,,,,,Fastest Time: 41.614 by Kernkob in Round 8,,,,,,Fastest Time: 45.276 by [KUNG] ZOMAN in Round 11,,,,,,Fastest Time: 41.903 by [oOOo] ZOMAN in Round 10,
Position,Name,Elim Time,Elim Round,,,Position,Name,Elim Time,Elim Round,,,Position,Name,Elim Time,Elim Round,,,Position,Name,Elim Time,Elim Round,,,Position,Name,Elim Time,Elim Round
1,Lexer,45.488,,,,1,[KUNG] ZOMAN,46.023,,,,1,RoundNzt,41.685,,,,1,justMaki,45.313,,,,1,[oOOo] ZOMAN,42.052,
2,RoundNzt,DNF,11,,,2,schmxrg,46.513,13,,,2,[Kung] ZOMAN,41.939,15,,,2,[KUNG] ZOMAN,45.463,12,,,2,[6dog] schmxrg,44.252,13
3,St Nicholas,45.506,10,,,3,St Nicholas,46.736,12,,,3,Kernkob,42.498,14,,,3,[BFP] Hydro,45.817,11,,,3,[KURK] Quickracer10,42.917,12
4,Nicolas_Gamer5476,45.302,9,,,4,[TOOB] Renergy,46.604,11,,,4,Fwogiie,42.429,13,,,4,[WSHD] Renergy,46.139,10,,,4,St Nicholas,42.747,11
5,[RTR]Fwogiie,45.570,8,,,5,Blu,DNF,10,,,5,St NIcholas,42.426,12,,,5,St NIcholas,46.105,9,,,5,[CTR] jandje,DNF,10
6,[WSHD] Renergy,45.578,7,,,6,[CTR]R0nanC,DNF,9,,,6,GuAlexItar,42.586,11,,,6,[CTR] Sandals,46.894,8,,,6,agix,45.638,9
7,[CTR]R0nanC,45.764,7,,,7,matt,47.114,8,,,7,[BFP] Hydro,42.484*,10,,,7,RoundNzt,46.533,7,,,7,A2 Zecklord,43.256,8
8,GuAlexItar,45.856,6,,,8,DeiRex,47.877,8,,,8,[BFP] jandje,DNF,10,,,8,[KURK] Quickracer10,DNF,7,,,8,[heyo]Mr. Hubub,43.869,8
9,[RTR]Istaysideway,46.038,6,,,9,Hi Im Yolo,47.643,7,,,9,Butter,42.633,9,,,9,JobW,DNF,6,,,9,FINSTER83,43.904,7
10,A2 Zecklord,46.022,5,,,10,Akane,47.842,7,,,10,Lexer,42.659,9,,,,dencar85,DNF,6,,,10,JobW,DNF,7
11,Shadynook,46.211,5,,,11,Shadynook,47.915,6,,,11,[zfwo]Tritonas1237,42.923,8,,,11,Jeyjey,46.785,5,,,11,[CTR]R0nanC,44.177,6
12,MeroMeroNoMi,46.045,4,,,12,Psycho No. 7,48.082,6,,,12,JobW,42.995,8,,,12,Lexer,46.873,5,,,12,[ZMS] Metalted,44.314,6
13,Rigenix,DNF,4,,,13,Nails,48.561,5,,,13,[CTR]OwlPlague,42.814,7,,,13,Shadynook,47.187,4,,,13,Kernkob,44.731,5
14,agix,46.389,3,,,14,A2 Zecklord,DNF,5,,,14,Principe,DNF,7,,,14,Lynhardt,47.213,4,,,14,Lexer,46.039,5
15,DeiRex,46.914,3,,,15,Lexer,48.356,4,,,15,A2 Zecklord,42.944,6,,,15,[CTR]R0nanC,47.478,4,,,15,Hydro,44.373,4
