,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTD 46,,,,,,COTD 47,,,,,,COTD 48,,,,,,COTD 49,,,,,,COTD 50,,,
Map: COTD - Bergenost by JobW,,,,,,Map: Vanilla Paradise - COTD #47 by Codewalt,,,,,,Map: CotD-King's Day by [Poop]Sheriff,,,,,,Map: Starlight Strand - COTD #49 by Linzi,,,,,,Map: CotD - It's A Trap! by sf.is.a.bbt&[Poop]Sheriff,,,
9,[CTR] Sandals,DNF,8,,,9,dirtyboy58,44.261,5,,,9,[TOG]Lazy_Echidna,44.938,5,,,9,RoundNzt,44.403,8,,,9,DeiRex,49.300,6
10,St Nicholas,44.690,7,,,10,[POIN]Fwogiie,DNF,5,,,10,[CTR]OwlPlague,45.188,5,,,10,Shadynook,DNF,8,,,10,Shadynook,48.650,5
11,Hi Im Yolo,45.145,7,,,11,Hi Im Yolo,44.409,4,,,11,[CTR] L3it3R,45.159,4,,,11,Northwind,44.509,7,,,11,AndMe16,49.036,5
12,[CTR]OwlPlague,45.107,6,,,12,DeeDeeNaNaNa,45.383,4,,,12,BuddhaBladez,45.822,4,,,12,[TOG]Lazy_Echidna,44.661,7,,,12,[NIL]Lazy_Echidna,48.844,4
13,ButterZK,DNF,6,,,13,icRS,44.427,3,,,13,Shadynook,45.299,3,,,13,[RTR]GuAlexItar,44.845,6,,,13,Nails,DNF,4
14,[meh] Renergy,45.124,5,,,14,DeiRex,45.022,3,,,14,laurin,45.447,3,,,14,Giganten,45.126,6,,,14,DeeDeeNaNaNa,49.068,3
15,[XTR]Hawk,45.136,5,,,15,cgwheeler96,DNF,3,,,15,[ZET]toast,DNF,3,,,15,[Top3]DragonBoi,DNF,6,,,15,Ionjig,49.077,3
16,agix,46.116,5,,,16,Shadynook,45.357,2,,,16,Ionjig,47.733,2,,,16,[CTR]OwlPlague,44.771,5,,,16,FINSTER83,49.153,3
17,Pants,DNF,5,,,17,jtc3161,45.360,2,,,17,Northwind,DNF,2,,,17,Revenger_19,44.793,5,,,17,[BROT] Vrikka,49.926,3
18,DeiRex,45.651,4,,,18,meone2three4,45.662,2,,,,Pants,DNF,2,,,18,Graham The Guy,44.930,5,,,18,[Wes]ide,49.647,2
19,Shadynook,45.671,4,,,19,[RB]Chinpokomon,46.430,2,,,,Romans138,DNF,2,,,19,R0nanC,45.238,5,,,19,JobW,49.702,2
20,Jeyjey,DNF,4,,,20,rtyyyyb,DNF,1,,,,Heart-TGV,DNF,2,,,20,Pants,45.250,4,,,20,LILWOOLEY,49.714,2
,[Mero] Murri,DNF,4,,,,Chupa Cu de Goianinha,DNF,1,,,21,DeiRex,DNF,1,,,21,[GANS] Not That Guy,45.441,4,,,21,[ZET] Wheelie,49.833,2
22,Joking,46.092,3,,,,jfojk2415,DNF,1,,,,wilkinsong1024,DNF,1,,,22,MadTomato10,45.678,4,,,22,R0nanC,DNF,1
23,Andrei,46.230,3,,,,F1Y1NGDUTCHM8N,DNF,1,,,,Shark_boi,DNF,1,,,23,Renergy,DNF,4,,,,agix,DNF,1
24,Neb,46.396,3,,,,[BROT] Vrikka,DNF,1,,,,jofk2415,DNF,1,,,24,TimPanZee,46.035,3,,,,Croissant,DNF,1
25,[Poop]Sheriff,46.696,3,,,,Rusty_Cavalier,DNF,1,,,,taylope,DNF,1,,,25,DeeDeeNaNaNa,46.267,3,,,,Luma,DNF,1
26,TrubP02,48.815,2,,,,imagineaclevernamehere,DNF,1,,,,,,,,,26,Romans138,46.493,3,,,,florisdewael,DNF,1
,Heart-TGV,49.792,2,,,,,,,,,,,,,,,27,daniel,47.599,3,,,,amylou1132,DNF,1
28,RoundNzt,DNF,2,,,,,,,,,,,,,,,28,alpa\,49.285,2,,,,[ZET]vectortrajector,DNF,1
,sf.is.a.bbt,DNF,2,,,,,,,,,,,,,,,29,SKULL,DNF,2,,,,Sir Cogwheel,DNF,1
30,imagineaclevernamehere,DNF,1,,,,,,,,,,,,,,,,agix,DNF,2,,,,imagineaclevernamehere,DNF,1
,vectortrajector,DNF,1,,,,,,,,,,,,,,,,icRS,DNF,2,,,,Geb1n,DNF,1
,King Of Wyoming,DNF,1,,,,,,,,,,,,,,,32,RealPro,DNF,1,,,,Flamez,DNF,1
,bocs93,DNF,1,,,,,,,,,,,,,,,,jofk2415,DNF,1,,,,CrackerBarrel Gaming,DNF,1
,giovannie4378,DNF,1,,,,,,,,,,,,,,,,electroshock777,DNF,1,,,,,,
,gordeiegorov,DNF,1,,,,,,,,,,,,,,,,Luca Fiorini,DNF,1,,,,,,
,,,,,,,,,,,,,,,,,,,Mara,DNF,1,,,,,,
,,,,,,,,,,,,,,,,,,,Mr.Axolotl,DNF,1,,,,,,
